url,vertical,rendering_guess,expected_difficulty,notes
https://www.docker.com/,,,,
https://www.flipkart.com/,,,,
https://www.pict.edu/,,,,
https://www.rajhardware.in/,,,,
https://www.nxcar.in/,,,,
https://www.nike.com/,,,,
https://www.allbirds.com/,,,,
https://www.garagehq.deuxfleurs.fr/,,,,
